textual_id,longitude,latitude,content
adm_144020,NULL,NULL,Dippoldiswalde
object_215694,NULL,NULL,Ahrensbök
object_1092095,NULL,NULL,"Justitiariat der vier vormaligen Stadt-Lübeckschen Stiftsdörfer"
object_280129,NULL,NULL,Oppenheim
object_292402,NULL,NULL,Schotten
object_263921,NULL,NULL,Biedenkopf
object_292396,NULL,NULL,Grünberg
object_292401,NULL,NULL,Nidda
object_292403,NULL,NULL,Vilbel
object_292404,NULL,NULL,Vöhl
object_1090856,NULL,NULL,Gießen
object_292400,NULL,NULL,Neustadt
object_292393,NULL,NULL,Bensheim
object_292399,NULL,NULL,Lindenfels
object_292397,NULL,NULL,Heppenheim
object_292394,NULL,NULL,Dieburg
object_282166,NULL,NULL,Wimpfen
object_190751,NULL,NULL,Cannstatt
adm_131060,NULL,NULL,Segeberg
adm_131061,NULL,NULL,Steinburg
adm_131056,NULL,NULL,Pinneberg
adm_131062,NULL,NULL,Stormarn
adm_131057,NULL,NULL,Plön
adm_131057,NULL,NULL,Plön
object_214372,NULL,NULL,Süderdithmarschen
object_214373,NULL,NULL,Norderdithmarschen
object_214365,NULL,NULL,Sonderburg
object_214368,NULL,NULL,Schleswig
object_214374,NULL,NULL,Flensburg-Land
object_214374,NULL,NULL,Flensburg
object_214362,NULL,NULL,Eiderstedt
object_214363,NULL,NULL,Tondern
object_268797,NULL,NULL,Rendsburg
object_214361,NULL,NULL,Eckernförde
object_214377,NULL,NULL,Kiel
object_214377,NULL,NULL,Bordesholm
object_214366,NULL,NULL,Hadersleben
object_214360,NULL,NULL,Apenrade
object_214367,NULL,NULL,Husum
object_214370,NULL,NULL,Oldenburg
object_263323,NULL,NULL,Hamburg-Nord
object_1049958,NULL,NULL,Marschlande
object_1049955,NULL,NULL,Geestlande
object_271037,NULL,NULL,Altona
object_257607,NULL,NULL,Bergedorf
object_271035,NULL,NULL,Eimsbüttel
object_271038,NULL,NULL,"Hamburg Mitte"
object_271033,NULL,NULL,Harburg
object_1049957,NULL,NULL,Bergedorf
object_215349,NULL,NULL,Wien
object_334476,NULL,NULL,Marburg
object_334477,NULL,NULL,Cilli
object_284336,NULL,NULL,Prachatitz
object_356663,NULL,NULL,Rascien
object_1047445,NULL,NULL,"Triest Stadt"
object_294329,NULL,NULL,Ensisheim
object_294330,NULL,NULL,Gebweiler
object_294331,NULL,NULL,Rufach
object_294332,NULL,NULL,Sulz
object_294025,NULL,NULL,Kaysersberg
object_294024,NULL,NULL,Schnierlach
object_293370,NULL,NULL,Rappoltsweiler
object_294026,NULL,NULL,Markirch
object_294508,NULL,NULL,Habsheim
object_294509,NULL,NULL,Hüningen
object_294516,NULL,NULL,Landser
object_294537,NULL,NULL,Altkirch
object_294539,NULL,NULL,Pfirt
object_294540,NULL,NULL,Hirsingen
object_294935,NULL,NULL,Mülhausen-Nord
object_294936,NULL,NULL,Mülhausen-Süd
object_294538,NULL,NULL,Dammerkirch
object_294534,NULL,NULL,Sennheim
object_294536,NULL,NULL,Masmünster
object_294535,NULL,NULL,"Sankt Amarin"
object_294533,NULL,NULL,Thann
object_294060,NULL,NULL,Kolmar
object_268498,NULL,NULL,Andolsheim
object_268502,NULL,NULL,Münster
object_268503,NULL,NULL,Neubreisach
object_268504,NULL,NULL,Winzenheim
object_295095,NULL,NULL,Fentsch
object_295093,NULL,NULL,Hayingen
object_295094,NULL,NULL,Grossmoyeuvre
object_297260,NULL,NULL,Finstingen
object_297261,NULL,NULL,Lörchingen
object_297262,NULL,NULL,Pfalzburg
object_297263,NULL,NULL,Rixingen
object_297259,NULL,NULL,Saarburg
object_298135,NULL,NULL,Bitsch
object_298136,NULL,NULL,Rohrbach
object_298137,NULL,NULL,Saaralben
object_298138,NULL,NULL,Saargemünd
object_298139,NULL,NULL,Wolmünster
object_298199,NULL,NULL,Forbach
object_298245,NULL,NULL,Grosstänchen
object_298248,NULL,NULL,"Sankt Avold"
object_278590,NULL,NULL,Hagenau
object_278591,NULL,NULL,Niederbronn
object_278596,NULL,NULL,Wasselnheim
object_278599,NULL,NULL,Maursmünster
object_278602,NULL,NULL,Zabern
object_278601,NULL,NULL,Saarunion
object_278597,NULL,NULL,Buchsweiler
object_278600,NULL,NULL,Lützelstein
object_278609,NULL,NULL,Oberehnheim
object_278604,NULL,NULL,Markolsheim
object_278605,NULL,NULL,Schlettstadt
object_278606,NULL,NULL,Weiler
object_278618,NULL,NULL,Lauterburg
object_278619,NULL,NULL,Selz
object_278620,NULL,NULL,Sulz-unterm-Wald
object_278622,NULL,NULL,Wörth
object_381398,NULL,NULL,Dahn
object_278614,NULL,NULL,Illkirch-Grafenstaden
object_391261,NULL,NULL,Jestetten
object_320461,NULL,NULL,Breisach
object_391262,NULL,NULL,Kenzingen
object_320466,NULL,NULL,Staufen
object_320467,NULL,NULL,Waldkirch
object_1286321,NULL,NULL,Emmendingen
object_320470,NULL,NULL,Schönau
object_320468,NULL,NULL,Lörrach
object_320471,NULL,NULL,Schopfheim
object_391263,NULL,NULL,Gengenbach
object_320474,NULL,NULL,Oberkirch
object_320482,NULL,NULL,Durlach
object_320480,NULL,NULL,Bretten
object_320483,NULL,NULL,Ettlingen
object_320476,NULL,NULL,Achern
object_320477,NULL,NULL,Baden
object_391264,NULL,NULL,Gernsbach
object_320487,NULL,NULL,Schwetzingen
object_320488,NULL,NULL,Weinheim
object_320489,NULL,NULL,Eppingen
object_320492,NULL,NULL,Wiesloch
object_320497,NULL,NULL,Eberbach
object_391265,NULL,NULL,Walldürn
object_320494,NULL,NULL,Boxberg
object_320493,NULL,NULL,Adelsheim
object_320499,NULL,NULL,Wertheim
object_262354,NULL,NULL,Adelnau
adm_159700,NULL,NULL,"Posen Ost"
object_214351,NULL,NULL,"Posen West"
object_214343,NULL,NULL,Gostyn
object_1050005,NULL,NULL,Grätz
object_214352,NULL,NULL,Rawitsch
object_263538,NULL,NULL,Koschmin
object_263537,NULL,NULL,Kempen
object_264730,NULL,NULL,Ostrowo
object_263536,NULL,NULL,Fraustadt
object_386951,NULL,NULL,Kröben
object_214349,NULL,NULL,Lissa
object_214350,NULL,NULL,Obornik
object_214353,NULL,NULL,Samter
object_263389,NULL,NULL,Schildberg
object_214355,NULL,NULL,Schrimm
object_214347,NULL,NULL,Kosten
object_386950,NULL,NULL,Buk
adm_368367,NULL,NULL,"Posen Land"
object_190186,NULL,NULL,Meseritz
object_214344,NULL,NULL,Neutomischel
object_190088,NULL,NULL,"Schwerin (Warthe)"
object_190092,NULL,NULL,Birnbaum
object_190095,NULL,NULL,Bomst
object_214341,NULL,NULL,Schroda
object_214342,NULL,NULL,Wreschen
object_214345,NULL,NULL,Jarotschin
object_262954,NULL,NULL,Schmiegel
object_262955,NULL,NULL,Pleschen
object_214346,NULL,NULL,"Kolmar in Posen"
object_214346,NULL,NULL,Chodziesen
object_262355,NULL,NULL,Gostyn
object_214348,NULL,NULL,Krotoschin
object_262358,NULL,NULL,Znin
object_262357,NULL,NULL,Wongrowitz
object_264459,NULL,NULL,Mogilno
object_215041,NULL,NULL,Schubin
object_214333,NULL,NULL,Kulm
object_214333,NULL,NULL,Culm
object_214335,NULL,NULL,Thorn
object_262362,NULL,NULL,Filehne
object_262953,NULL,NULL,Witkowo
object_214332,NULL,NULL,Bromberg
object_262353,NULL,NULL,Gnesen
object_265040,NULL,NULL,Strelno
object_262356,NULL,NULL,Hohensalza
object_262356,NULL,NULL,Inowrazlaw
object_214337,NULL,NULL,Wirsitz
object_214354,NULL,NULL,Czarnikau
object_263899,NULL,NULL,Kassel
object_263890,NULL,NULL,Gersfeld
object_263913,NULL,NULL,Frankenberg
object_263898,NULL,NULL,Fritzlar
object_263909,NULL,NULL,Hersfeld
object_263905,NULL,NULL,Hofgeismar
object_263897,NULL,NULL,Melsungen
object_263893,NULL,NULL,Hanau
object_263906,NULL,NULL,Schlüchtern
object_263912,NULL,NULL,Gelnhausen
object_263915,NULL,NULL,Hünfeld
object_263901,NULL,NULL,Homberg
object_263904,NULL,NULL,Witzenhausen
object_263895,NULL,NULL,Kirchhain
object_263710,NULL,NULL,Wolfhagen
object_263920,NULL,NULL,Ziegenhain
object_263903,NULL,NULL,Rotenburg
object_263908,NULL,NULL,Eschwege
adm_136633,NULL,NULL,Cassel
object_263916,NULL,NULL,Marburg
adm_136631,NULL,NULL,Fulda
object_1159799,NULL,NULL,Waldeck
object_263922,NULL,NULL,Rinteln
object_263922,NULL,NULL,"Grafschaft Schaumburg"
object_263900,NULL,NULL,Usingen
object_263919,NULL,NULL,Untertaunuskreis
object_263894,NULL,NULL,Obertaunuskreis
object_263914,NULL,NULL,Oberwesterwaldkreis
object_263910,NULL,NULL,Unterwesterwaldkreis
object_263923,NULL,NULL,Unterlahnkreis
object_263911,NULL,NULL,Westerburg
object_263891,NULL,NULL,Höchst
object_333792,NULL,NULL,Wiesbaden
object_263902,NULL,NULL,Limburg
object_306229,NULL,NULL,"Frankfurt am Main"
object_263918,NULL,NULL,Oberlahnkreis
object_263918,NULL,NULL,Ober-Lahn-Kreis
object_1160943,NULL,NULL,Hinterlandskreis
object_263907,NULL,NULL,Dill
object_263907,NULL,NULL,Dillkreis
object_263917,NULL,NULL,"Kreis Sankt Goarshausen"
object_311757,NULL,NULL,Wetzlar
object_263896,NULL,NULL,Rheingau
object_263896,NULL,NULL,Rheingaukreis
adm_135916,NULL,NULL,Herne
object_284950,NULL,NULL,Brilon
adm_135966,NULL,NULL,Olpe
BOCHUMJO31OL,NULL,NULL,Bochum
object_1141407,NULL,NULL,Hagen
object_1141408,NULL,NULL,Hamm
HERRN1JO31ON,NULL,NULL,Herne
object_320217,NULL,NULL,Schwelm
object_320212,NULL,NULL,Hattingen
object_290516,NULL,NULL,Arnsberg
object_290844,NULL,NULL,Altena
adm_135914,NULL,NULL,Hagen
object_320214,NULL,NULL,Iserlohn
adm_135911,NULL,NULL,Bochum
adm_135913,NULL,NULL,Dortmund
adm_135915,NULL,NULL,Hamm
object_320216,NULL,NULL,Meschede
object_320208,NULL,NULL,Gelsenkirchen
object_320206,NULL,NULL,Witten
object_361299,NULL,NULL,Iserlohn
object_1143521,NULL,NULL,Lüdenscheid
object_1143522,NULL,NULL,Hörde
object_320213,NULL,NULL,Hörde
adm_135513,NULL,NULL,Gelsenkirchen
object_320215,NULL,NULL,Lippstadt
adm_135974,NULL,NULL,Soest
object_190147,NULL,NULL,Wittgenstein
object_320218,NULL,NULL,Siegen
object_311843,NULL,NULL,"Halle (Westf.)"
object_304435,NULL,NULL,Lübbecke
object_213753,NULL,NULL,Minden
adm_135758,NULL,NULL,Herford
object_301235,NULL,NULL,Bielefeld
object_320211,NULL,NULL,Wiedenbrück
adm_135774,NULL,NULL,Paderborn
object_284432,NULL,NULL,Büren
object_320210,NULL,NULL,Warburg
adm_135762,NULL,NULL,Höxter
adm_135562,NULL,NULL,Recklinghausen
adm_135558,NULL,NULL,Coesfeld
adm_135570,NULL,NULL,Warendorf
BUEUER_W4650,NULL,NULL,Buer
object_263338,NULL,NULL,Ahaus
object_263339,NULL,NULL,Beckum
adm_135566,NULL,NULL,Steinfurt
object_263341,NULL,NULL,Tecklenburg
object_263342,NULL,NULL,Münster
object_263340,NULL,NULL,Lüdinghausen
adm_135515,NULL,NULL,Münster
adm_135554,NULL,NULL,Borken
object_152850,NULL,NULL,Hörnerkirchen
adm_146044,NULL,NULL,Worbis
adm_146029,NULL,NULL,Mühlhausen/Thüringen
adm_146031,NULL,NULL,"Grafschaft Hohenstein"
adm_146031,NULL,NULL,Nordhausen
object_289845,NULL,NULL,Ziegenrück
object_289840,NULL,NULL,Erfurt
adm_146004,NULL,NULL,Henneberg
adm_146004,NULL,NULL,Schleusingen
adm_146026,NULL,NULL,Langensalza
adm_146022,NULL,NULL,Heiligenstadt
adm_146022,NULL,NULL,Obereichsfeld
adm_146001,NULL,NULL,Weißensee
adm_145113,NULL,NULL,Bitterfeld
adm_142013,NULL,NULL,Liebenwerda
object_268952,NULL,NULL,"Mansfelder Gebirgskreis"
adm_145215,NULL,NULL,"Mansfelder Seekreis"
adm_145227,NULL,NULL,Merseburg
adm_145246,NULL,NULL,Zeitz
adm_142027,NULL,NULL,Schweinitz
adm_145144,NULL,NULL,Wittenberg
adm_145228,NULL,NULL,Naumburg
adm_145233,NULL,NULL,Querfurt
adm_145235,NULL,NULL,Saalkreis
adm_145237,NULL,NULL,Sangerhausen
object_265497,NULL,NULL,Eckartsberga
adm_145338,NULL,NULL,Calbe
adm_145319,NULL,NULL,Halberstadt
adm_145332,NULL,NULL,Aschersleben
adm_145332,NULL,NULL,Quedlinburg
adm_145331,NULL,NULL,Osterburg
adm_145316,NULL,NULL,Gardelegen
adm_145343,NULL,NULL,"Grafschaft Wernigerode"
adm_145317,NULL,NULL,"Jerichow II"
adm_145320,NULL,NULL,Neuhaldensleben
adm_145330,NULL,NULL,Oschersleben
adm_145336,NULL,NULL,Salzwedel
adm_145340,NULL,NULL,Stendal
adm_145341,NULL,NULL,Wanzleben
adm_145345,NULL,NULL,Wolmirstedt
adm_145314,NULL,NULL,"Jerichow I"
adm_143019,NULL,NULL,Grimmen
object_289916,NULL,NULL,Franzburg
adm_143001,NULL,NULL,Greifswald
adm_143032,NULL,NULL,Rügen
object_214315,NULL,NULL,Neustettin
object_276382,NULL,NULL,Bublitz
object_214305,NULL,NULL,"Lauenburg in Pommern"
object_214309,NULL,NULL,Stolp
object_214309,NULL,NULL,Stolpe
object_214301,NULL,NULL,Bütow
object_214306,NULL,NULL,Regenwalde
object_214308,NULL,NULL,Schlawe
object_214302,NULL,NULL,Greifenberg
object_214302,NULL,NULL,Greiffenberg
object_284807,NULL,NULL,Fürstenthum
object_214300,NULL,NULL,Belgard
object_214307,NULL,NULL,Rummelsburg
object_190202,NULL,NULL,Schivelbein
object_214303,NULL,NULL,Cöslin
object_214303,NULL,NULL,Köslin
object_214303,NULL,NULL,Köslin
object_214304,NULL,NULL,Colberg-Cörlin
object_214304,NULL,NULL,Kolberg-Körlin
object_190094,NULL,NULL,Dramburg
object_214291,NULL,NULL,Greifenhagen
object_214291,NULL,NULL,Greiffenhagen
object_214292,NULL,NULL,Naugard
adm_143012,NULL,NULL,Anklam
object_214295,NULL,NULL,Ueckermünde
adm_171000,NULL,NULL,Randow
object_214293,NULL,NULL,Pyritz
adm_143015,NULL,NULL,Demmin
object_214296,NULL,NULL,Usedom-Wollin
object_214290,NULL,NULL,Cammin
object_214290,NULL,NULL,Kammin
object_190096,NULL,NULL,"Friedeberg (Neumark)"
object_214294,NULL,NULL,Saatzig
object_277462,NULL,NULL,Bergheim
object_283980,NULL,NULL,Waldbröl
adm_135370,NULL,NULL,Heinsberg
object_311778,NULL,NULL,"Mülheim am Rhein"
object_311780,NULL,NULL,Wipperfürth
object_311779,NULL,NULL,Gummersbach
object_282164,NULL,NULL,Köln
object_190360,NULL,NULL,Bonn
adm_135366,NULL,NULL,Euskirchen
object_190351,NULL,NULL,Rheinbach
KOLOLNJO30LW,NULL,NULL,Cöln
adm_135382,NULL,NULL,Siegkreis
object_271805,NULL,NULL,Geilenkirchen
object_271806,NULL,NULL,Heinsberg
object_271804,NULL,NULL,Eupen
object_271808,NULL,NULL,Malmedy
object_271847,NULL,NULL,Düren
object_271803,NULL,NULL,Erkelenz
object_271810,NULL,NULL,Schleiden
object_271807,NULL,NULL,Jülich
object_271809,NULL,NULL,Montjoie
adm_135354,NULL,NULL,Aachen
object_308894,NULL,NULL,Gammertingen
object_308893,NULL,NULL,Sigmaringen
object_308896,NULL,NULL,Haigerloch
object_308895,NULL,NULL,Hechingen
adm_137141,NULL,NULL,Rhein-Lahn-Kreis
adm_137132,NULL,NULL,"Altenkirchen (Westerwald)"
object_320295,NULL,NULL,Coblenz
object_300249,NULL,NULL,Kochem
object_300249,NULL,NULL,Cochem
adm_137133,NULL,NULL,Kreuznach
object_280691,NULL,NULL,Mayen
adm_137137,NULL,NULL,Mayen-Koblenz
object_280409,NULL,NULL,"Sankt Goar"
object_280409,NULL,NULL,"St. Goar"
object_299825,NULL,NULL,Simmern
adm_137143,NULL,NULL,Westerwald
object_300190,NULL,NULL,Zell
object_279959,NULL,NULL,Hocheifelkreis
object_279959,NULL,NULL,Adenau
adm_137131,NULL,NULL,Ahrweiler
adm_137138,NULL,NULL,Neuwied
object_299634,NULL,NULL,Koblenz-Land
object_299634,NULL,NULL,Coblenz
adm_138122,NULL,NULL,Solingen
object_356671,NULL,NULL,Opladen
adm_135154,NULL,NULL,Kleve
adm_135154,NULL,NULL,Cleve
object_311786,NULL,NULL,Krefeld
object_311786,NULL,NULL,Crefeld
object_311787,NULL,NULL,Kempen
object_311784,NULL,NULL,Lennep
object_311785,NULL,NULL,Gladbach
object_320296,NULL,NULL,Essen
object_290857,NULL,NULL,Neuß
object_290857,NULL,NULL,Neuss
object_284269,NULL,NULL,Grevenbroich
object_320298,NULL,NULL,Moers
object_320298,NULL,NULL,Mörs
object_320298,NULL,NULL,Mörs
object_311781,NULL,NULL,Düsseldorf
adm_135158,NULL,NULL,Mettmann
object_311783,NULL,NULL,Solingen
object_311788,NULL,NULL,Geldern
object_1091744,NULL,NULL,"Mülheim an der Ruhr"
object_311789,NULL,NULL,Rees
object_320299,NULL,NULL,Dinslaken
object_320299,NULL,NULL,Ruhrort
object_289939,NULL,NULL,Wittlich
object_289937,NULL,NULL,Ottweiler
object_289941,NULL,NULL,Prüm
object_289943,NULL,NULL,Bitburg
object_1050003,NULL,NULL,Saarburg
object_289944,NULL,NULL,Bernkastel
adm_137232,NULL,NULL,Bitburg-Prüm
adm_137233,NULL,NULL,Daun
TRIIERJN39HS,NULL,NULL,Trier
adm_137211,NULL,NULL,Trier
object_263359,NULL,NULL,Ostprignitz
adm_142039,NULL,NULL,Prenzlau
adm_142046,NULL,NULL,Templin
adm_142024,NULL,NULL,Beeskow-Storkow
object_263366,NULL,NULL,Niederbarnim
object_263370,NULL,NULL,Teltow
object_263365,NULL,NULL,Osthavelland
object_263360,NULL,NULL,Ruppin
object_263369,NULL,NULL,Zauch-Belzig
adm_142011,NULL,NULL,Angermünde
object_263364,NULL,NULL,Westhavelland
object_263358,NULL,NULL,Westprignitz
object_263372,NULL,NULL,Jüterbog-Luckenwalde
object_263367,NULL,NULL,Oberbarnim
object_257152,NULL,NULL,Sternberg
object_190203,NULL,NULL,Züllichau-Schwiebus
object_190203,NULL,NULL,Züllichau
object_190205,NULL,NULL,Weststernberg
object_190201,NULL,NULL,Oststernberg
object_190196,NULL,NULL,"Königsberg (Neumark)"
object_190091,NULL,NULL,Arnswalde
object_190187,NULL,NULL,"Landsberg (Warthe)"
object_190187,NULL,NULL,Landsberg
object_190185,NULL,NULL,Soldin
object_190093,NULL,NULL,Crossen
adm_142042,NULL,NULL,Lebus
adm_142032,NULL,NULL,Luckau
adm_142031,NULL,NULL,Lübben
adm_142044,NULL,NULL,Spremberg
object_292979,NULL,NULL,Calau
object_218096,NULL,NULL,"Preußisch Stargard"
object_215038,NULL,NULL,"Neustadt (Westpreußen)"
object_218095,NULL,NULL,Berent
object_215039,NULL,NULL,Karthaus
object_214285,NULL,NULL,Elbing
object_218109,NULL,NULL,Danzig-Land
object_256398,NULL,NULL,"Danziger Niederung"
object_218097,NULL,NULL,"Danziger Höhe"
object_215037,NULL,NULL,Putzig
object_213751,NULL,NULL,Dirschau
object_218098,NULL,NULL,"Marienburg (Westpreußen)"
object_214336,NULL,NULL,Tuchel
object_214334,NULL,NULL,Schwetz
object_214316,NULL,NULL,Schlochau
object_214312,NULL,NULL,"Deutsch Krone"
object_214312,NULL,NULL,Dt.-Crone
object_214312,NULL,NULL,"Deutsch Crone"
adm_159800,NULL,NULL,Briesen
object_214313,NULL,NULL,Flatow
object_218103,NULL,NULL,Konitz
object_218103,NULL,NULL,Conitz
object_218101,NULL,NULL,Graudenz
object_214282,NULL,NULL,Stuhm
object_214284,NULL,NULL,Marienwerder
object_218105,NULL,NULL,Strasburg
object_218105,NULL,NULL,"Strasburg (Westpreußen)"
object_218104,NULL,NULL,Löbau
adm_172600,NULL,NULL,Rosenberg
adm_133456,NULL,NULL,"Grafschaft Bentheim"
object_283614,NULL,NULL,Lingen
object_284264,NULL,NULL,Bersenbrück
object_284267,NULL,NULL,Iburg
object_284266,NULL,NULL,Melle
adm_133459,NULL,NULL,Osnabrück
object_284265,NULL,NULL,Wittlage
object_284262,NULL,NULL,Aschendorf
object_284263,NULL,NULL,Hümmling
object_283615,NULL,NULL,Meppen
adm_133462,NULL,NULL,Wittmund
adm_133402,NULL,NULL,Emden
adm_133452,NULL,NULL,Aurich
adm_133457,NULL,NULL,Leer
object_283616,NULL,NULL,Norden
object_284252,NULL,NULL,Weener
adm_133254,NULL,NULL,Hildesheim
object_1163108,NULL,NULL,Diepholz
object_284236,NULL,NULL,Linden
object_1163926,NULL,NULL,Hoya
adm_133256,NULL,NULL,Nienburg
object_268017,NULL,NULL,Springe
object_284232,NULL,NULL,Stolzenau
object_284233,NULL,NULL,Sulingen
object_284237,NULL,NULL,Hameln
adm_133201,NULL,NULL,Hannover
object_284234,NULL,NULL,"Neustadt am Rübenberge"
object_284231,NULL,NULL,Syke
object_284239,NULL,NULL,Gronau
object_284238,NULL,NULL,"Marienburg i. Hann."
object_284238,NULL,NULL,Marienburg
adm_133157,NULL,NULL,Peine
object_272137,NULL,NULL,Alfeld
adm_133152,NULL,NULL,Göttingen
object_284241,NULL,NULL,Münden
adm_133155,NULL,NULL,Northeim
object_284242,NULL,NULL,Uslar
object_284243,NULL,NULL,Einbeck
adm_133156,NULL,NULL,"Osterode am Harz"
adm_133156,NULL,NULL,Osterode
adm_133361,NULL,NULL,Verden
adm_133357,NULL,NULL,Rotenburg
adm_133357,NULL,NULL,"Rotenburg in Hannover"
adm_133359,NULL,NULL,Stade
object_284249,NULL,NULL,Bleckede
object_268016,NULL,NULL,Burgdorf
adm_133351,NULL,NULL,Celle
adm_133151,NULL,NULL,Gifhorn
object_284246,NULL,NULL,Isenhagen
adm_133353,NULL,NULL,Harburg
object_284247,NULL,NULL,Lüchow
object_283609,NULL,NULL,Soltau
object_283610,NULL,NULL,Fallingbostel
adm_133356,NULL,NULL,Osterholz
object_284250,NULL,NULL,"Winsen an der Luhe"
object_284250,NULL,NULL,Winsen
adm_133360,NULL,NULL,Uelzen
adm_133355,NULL,NULL,Lüneburg
adm_133354,NULL,NULL,Dannenberg
object_218049,NULL,NULL,Lehe
object_386948,NULL,NULL,"Stader Geestkreis"
object_386949,NULL,NULL,"Stader Marschkreis"
CUXVENJO43IU,NULL,NULL,Cuxhaven
object_284259,NULL,NULL,Achim
object_284258,NULL,NULL,Blumenthal
object_283612,NULL,NULL,Bremervörde
object_284254,NULL,NULL,Jork
object_284260,NULL,NULL,Zeven
object_284256,NULL,NULL,Neuhaus
object_284256,NULL,NULL,"Neuhaus an der Oste"
object_810609,NULL,NULL,Hadeln
object_284255,NULL,NULL,Kehdingen
object_218050,NULL,NULL,Geestemünde
object_284245,NULL,NULL,Ilfeld
object_284240,NULL,NULL,Duderstadt
object_284244,NULL,NULL,Zellerfeld
adm_169865,NULL,NULL,"Groß Wartenberg"
adm_169865,NULL,NULL,Wartenberg
object_268799,NULL,NULL,Steinau
adm_169854,NULL,NULL,Trebnitz
adm_169861,NULL,NULL,Namslau
adm_169862,NULL,NULL,Militsch
object_190917,NULL,NULL,Striegau
adm_169864,NULL,NULL,Guhrau
adm_169856,NULL,NULL,Schweidnitz
adm_169857,NULL,NULL,Reichenbach
adm_169867,NULL,NULL,Frankenstein
adm_169866,NULL,NULL,Glatz
adm_169853,NULL,NULL,Waldenburg
adm_169859,NULL,NULL,Oels
adm_169859,NULL,NULL,Öls
adm_169860,NULL,NULL,Neumarkt
object_256177,NULL,NULL,Münsterberg
adm_169869,NULL,NULL,Breslau
adm_169858,NULL,NULL,Ohlau
adm_169868,NULL,NULL,Brieg
object_256170,NULL,NULL,Nimptsch
adm_169855,NULL,NULL,Strehlen
adm_169852,NULL,NULL,Wohlau
object_268800,NULL,NULL,Neurode
adm_169863,NULL,NULL,Habelschwerdt
adm_168865,NULL,NULL,Kreuzburg
adm_168868,NULL,NULL,"Falkenberg O.S."
adm_169768,NULL,NULL,Fraustadt
adm_169769,NULL,NULL,Bunzlau
adm_169759,NULL,NULL,Lauban
adm_169760,NULL,NULL,Landeshut
adm_169754,NULL,NULL,Sprottau
adm_169756,NULL,NULL,Lüben
adm_169761,NULL,NULL,Jauer
adm_169758,NULL,NULL,Liegnitz
adm_169757,NULL,NULL,Löwenberg
adm_169762,NULL,NULL,Hirschberg
adm_169766,NULL,NULL,Glogau
object_263779,NULL,NULL,Goldberg-Haynau
object_263779,NULL,NULL,Goldberg-Hainau
object_263686,NULL,NULL,Sagan
object_263715,NULL,NULL,Bolkenhain
object_263786,NULL,NULL,Schönau
adm_169763,NULL,NULL,Grünberg
adm_169767,NULL,NULL,Freystadt
adm_169767,NULL,NULL,Freistadt
adm_168864,NULL,NULL,Leobschütz
adm_168867,NULL,NULL,"Groß Strehlitz"
adm_168859,NULL,NULL,Ratibor
adm_168730,NULL,NULL,Tarnowitz
adm_168834,NULL,NULL,Kattowitz
adm_168802,NULL,NULL,Beuthen
adm_169957,NULL,NULL,Lublinitz
adm_168860,NULL,NULL,Oppeln
adm_168866,NULL,NULL,Grottkau
adm_168862,NULL,NULL,Neisse
adm_168858,NULL,NULL,"Rosenberg i. Ob. Schl."
adm_168858,NULL,NULL,"Rosenberg O.S."
adm_168861,NULL,NULL,"Neustadt i. O. Schl."
adm_168861,NULL,NULL,"Neustadt O.S."
adm_168743,NULL,NULL,Pless
adm_168743,NULL,NULL,Pleß
adm_168737,NULL,NULL,Rybnik
adm_168869,NULL,NULL,Cosel
adm_168869,NULL,NULL,Kosel
object_268798,NULL,NULL,Hindenburg
object_268798,NULL,NULL,Zabrze
adm_168768,NULL,NULL,Tost
adm_168768,NULL,NULL,Tost-Gleiwitz
object_213956,NULL,NULL,Memel
adm_172789,NULL,NULL,Insterburg
object_190253,NULL,NULL,Gumbinnen
adm_157700,NULL,NULL,Heydekrug
adm_172864,NULL,NULL,Labiau
adm_172788,NULL,NULL,Tilsit
object_190258,NULL,NULL,Ragnit
object_190242,NULL,NULL,Neidenburg
object_190239,NULL,NULL,Ortelsburg
adm_172689,NULL,NULL,Allenstein
object_190244,NULL,NULL,"Osterode in Ostpreußen"
object_190244,NULL,NULL,Osterode
object_190245,NULL,NULL,Rößel
object_190245,NULL,NULL,Rössel
adm_172700,NULL,NULL,Johannisburg
object_190241,NULL,NULL,Lyck
object_190240,NULL,NULL,Lötzen
object_190246,NULL,NULL,Sensburg
adm_172861,NULL,NULL,"Preußisch Holland"
adm_172865,NULL,NULL,Heilsberg
adm_172867,NULL,NULL,Gerdauen
adm_172869,NULL,NULL,Friedland
adm_172868,NULL,NULL,Braunsberg
adm_172866,NULL,NULL,Heiligenbeil
object_217930,NULL,NULL,"Königsberg i. Pr."
adm_172862,NULL,NULL,"Preußisch Eylau"
adm_172858,NULL,NULL,Wehlau
adm_172900,NULL,NULL,Fischhausen
adm_172863,NULL,NULL,Mohrungen
adm_172860,NULL,NULL,Rastenburg
object_190256,NULL,NULL,Niederung
object_190251,NULL,NULL,Darkehmen
object_190257,NULL,NULL,Pillkallen
object_1069558,NULL,NULL,Angerburg
object_190259,NULL,NULL,Stallupönen
object_190252,NULL,NULL,Goldap
object_190243,NULL,NULL,Oletzko
adm_172800,NULL,NULL,Angerburg
object_810382,NULL,NULL,Ritzebüttel
object_306814,NULL,NULL,"Waidhofen an der Ybbs"
object_319507,NULL,NULL,Linz
object_319515,NULL,NULL,Steyr
object_319523,NULL,NULL,Wels
adm_169967,NULL,NULL,Jägerndorf
