,x,y,id
4867,9.4666667,46.7166667,CH_adm1804
4868,9.45,46.7833333,CH_adm1804
4869,9.4166667,46.7666667,CH_adm1804
4870,9.3333333,46.75,CH_adm1804
4871,9.2833333,46.8333333,CH_adm1806
4872,9.4,46.8333333,CH_adm1806
4873,9.4833333,46.85,CH_adm1806
4874,9.4,46.8,CH_adm1806
4875,9.4,46.8166667,CH_adm1806
4876,9.2833333,46.8333333,CH_adm1806
4877,10.1,46.7,CH_adm1807
4878,10.25,46.7833333,CH_adm1807
4879,10.3,46.8,CH_adm1807
4880,10.4299,46.6,CH_adm1807
4881,10.449,46.61667,CH_adm1807
4882,10.3333333,46.8166667,CH_adm1807
4883,10.35,46.9333333,CH_adm1807
4884,10.2,46.7833333,CH_adm1807
4885,10.15,46.7833333,CH_adm1807
4886,10.1,46.7666667,CH_adm1807
4887,10.1,46.7,CH_adm1807
4888,9.5166667,46.3333333,CH_adm1808
4889,9.5333333,46.3333333,CH_adm1808
4890,9.5666667,46.3333333,CH_adm1808
4891,9.6166667,46.35,CH_adm1808
4892,9.9,46.4833333,CH_adm1808
4893,9.9833333,46.6166667,CH_adm1808
4894,9.95,46.6,CH_adm1808
4895,9.8666667,46.5333333,CH_adm1808
4896,9.7833333,46.45,CH_adm1808
4897,9.5166667,46.3333333,CH_adm1808
4898,9.6666667,46.9333333,CH_adm1811
4899,9.7,46.9333333,CH_adm1811
4900,9.75,46.9166667,CH_adm1811
4901,9.8,46.95,CH_adm1811
4902,9.86667,46.8667,CH_adm1811
4903,9.8333333,46.8166667,CH_adm1811
4904,9.8,46.9166667,CH_adm1811
4905,9.75,46.9,CH_adm1811
4906,9.6666667,46.9333333,CH_adm1811
4907,9.5,46.85,CH_adm1812
4908,9.5333333,46.7833333,CH_adm1812
4909,9.55,46.7666667,CH_adm1812
4910,9.6,46.8166667,CH_adm1812
4911,9.6666667,46.7833333,CH_adm1812
4912,9.703,46.799,CH_adm1812
4913,9.7,46.8333333,CH_adm1812
4914,9.6666667,46.8333333,CH_adm1812
4915,9.6,46.85,CH_adm1812
4916,9.55,46.8333333,CH_adm1812
4917,9.5,46.85,CH_adm1812
4918,10.3666667,46.6166667,CH_adm1810
4919,10.3666667,46.6333333,CH_adm1810
4920,10.449,46.61667,CH_adm1810
4921,10.4299,46.6,CH_adm1810
4922,10.3666667,46.6166667,CH_adm1810
4923,8.9833333,46.75,CH_adm1814
4924,9.1,46.65,CH_adm1803
4925,9.1,46.75,CH_adm1803
4926,9.15,46.7833333,CH_adm1803
4927,9.2,46.8,CH_adm1803
4928,9.2166667,46.8,CH_adm1803
4929,9.25,46.8,CH_adm1803
4930,9.3333333,46.8,CH_adm1803
4931,9.2666667,46.7833333,CH_adm1803
4932,9.2333333,46.7333333,CH_adm1803
4933,9.2166667,46.7166667,CH_adm1803
4934,9.1333333,46.6833333,CH_adm1803
4935,9.1,46.65,CH_adm1803
4936,9.33,46.41,CH_adm1801
4937,9.6166667,46.5166667,CH_adm1801
4938,9.65,46.4666667,CH_adm1801
4939,9.65,46.4833333,CH_adm1801
4940,9.61667,46.55,CH_adm1801
4941,9.6,46.6,CH_adm1801
4942,9.6,46.6166667,CH_adm1801
4943,9.6166667,46.6666667,CH_adm1801
4944,9.6833333,46.6666667,CH_adm1801
4945,9.7,46.7,CH_adm1801
4946,9.6333333,46.6833333,CH_adm1801
4947,9.55,46.6833333,CH_adm1801
4948,9.4833333,46.6666667,CH_adm1801
4949,9.33,46.41,CH_adm1801
4950,9.5166667,46.8833333,CH_adm1813
4951,9.55,46.9,CH_adm1813
4952,9.6,46.95,CH_adm1813
4953,9.6833333,46.9666667,CH_adm1813
4954,9.700668,46.969658,CH_adm1813
4955,9.65,46.9833333,CH_adm1813
4956,9.5666667,47.0,CH_adm1813
4957,9.5333333,47.0166667,CH_adm1813
4958,9.5166667,47.0166667,CH_adm1813
4959,9.5333333,46.9333333,CH_adm1813
4960,9.5166667,46.8833333,CH_adm1813
4961,7.0666667,46.95,CH_adm1005
4962,7.06667,46.8667,CH_adm1005
4963,7.1166667,46.8666667,CH_adm1005
4964,7.2,46.85,CH_adm1005
4965,7.2166667,46.9166667,CH_adm1005
4966,7.2166667,46.9833333,CH_adm1005
4967,7.15,46.95,CH_adm1005
4968,7.1,46.95,CH_adm1005
4969,7.0666667,46.95,CH_adm1005
4970,7.0166667,46.7166667,CH_adm1004
4971,7.0166667,46.7333333,CH_adm1004
4972,7.0166667,46.8,CH_adm1004
4973,7.0333333,46.8166667,CH_adm1004
4974,7.0833333,46.8333333,CH_adm1004
4975,7.16275,46.80615,CH_adm1004
4976,7.2,46.7333333,CH_adm1004
4977,7.1333333,46.7333333,CH_adm1004
4978,7.1,46.7166667,CH_adm1004
4979,7.0166667,46.7166667,CH_adm1004
4980,7.2,46.85,CH_adm1006
4981,7.2166667,46.7666667,CH_adm1006
4982,7.25,46.7333333,CH_adm1006
4983,7.2666667,46.7333333,CH_adm1006
4984,7.3,46.75,CH_adm1006
4985,7.3,46.8333333,CH_adm1006
4986,7.3,46.8666667,CH_adm1006
4987,7.3,46.8833,CH_adm1006
4988,7.2166667,46.9,CH_adm1006
4989,7.2,46.85,CH_adm1006
4990,8.51595,47.150000000000006,CH_adm0900
4991,7.86667,47.3667,CH_adm1105
4992,7.9,47.3666667,CH_adm1105
4993,7.95,47.35,CH_adm1105
4994,7.9666667,47.3666667,CH_adm1105
4995,8.0,47.24,CH_adm1105
4996,8.1,47.24,CH_adm1105
4997,8.0,47.4,CH_adm1105
4998,7.95,47.4,CH_adm1105
4999,7.86667,47.3667,CH_adm1105
5000,7.45,47.4833333,CH_adm1104
5001,7.4674,47.4643,CH_adm1104
5002,7.6333333,47.45,CH_adm1104
5003,7.65,47.4666667,CH_adm1104
5004,7.6166667,47.4666667,CH_adm1104
5005,7.4888,47.4747,CH_adm1104
5006,7.45,47.4833333,CH_adm1104
5007,7.7333333,47.2833333,CH_adm1101
5008,7.75,47.3,CH_adm1101
5009,7.7666667,47.3166667,CH_adm1101
5010,7.7833333,47.2666667,CH_adm1101
5011,7.7333333,47.2833333,CH_adm1101
5012,7.7666667,47.1166667,CH_adm1108
5013,7.8166667,47.3166667,CH_adm1108
5014,7.8333333,47.3333333,CH_adm1108
5015,7.9666667,47.3666667,CH_adm1108
5016,8.0,47.3666667,CH_adm1108
5017,7.9166667,47.35,CH_adm1108
5018,7.8333333,47.2666667,CH_adm1108
5019,7.7666667,47.1166667,CH_adm1108
5020,7.5166667,47.2333333,CH_adm1109
5021,7.4666667,47.25,CH_adm1102
5022,7.5333333,47.2833333,CH_adm1102
5023,7.5833333,47.3,CH_adm1102
5024,7.65,47.3166667,CH_adm1102
5025,7.7,47.35,CH_adm1102
5026,7.75,47.3333333,CH_adm1102
5027,7.6833333,47.3166667,CH_adm1102
5028,7.6166667,47.3,CH_adm1102
5029,7.4666667,47.25,CH_adm1102
5030,7.4166667,47.4333333,CH_adm1110
5031,7.4666667,47.3833333,CH_adm1110
5032,7.5333333,47.3666667,CH_adm1110
5033,7.6,47.3833333,CH_adm1110
5034,7.6,47.4,CH_adm1110
5035,7.5833333,47.4166667,CH_adm1110
5036,7.55,47.4,CH_adm1110
5037,7.4166667,47.4333333,CH_adm1110
5038,7.55,47.1833333,CH_adm1106
5039,7.5666667,47.1666667,CH_adm1106
5040,7.6,47.1833333,CH_adm1106
5041,7.7,46.65,CH_adm1106
5042,8.1666667,46.9,CH_adm1106
5043,8.45,47.0833,CH_adm1106
5044,7.6166667,47.2166667,CH_adm1106
5045,7.5666667,47.2,CH_adm1106
5046,7.55,47.1833333,CH_adm1106
5047,7.3833333,47.1,CH_adm1103
5048,7.45,47.0833333,CH_adm1103
5049,7.4666667,47.0833333,CH_adm1103
5050,7.5,47.1333333,CH_adm1103
5051,8.6833333,47.7666667,CH_adm1103
5052,7.4666667,47.15,CH_adm1103
5053,7.4333333,47.1,CH_adm1103
5054,7.3833333,47.1,CH_adm1103
5055,7.3833333,47.1833333,CH_adm1107
5056,7.4166667,47.2,CH_adm1107
5057,7.4333333,47.2,CH_adm1107
5058,7.55,47.2167,CH_adm1107
5059,7.5666667,47.2166667,CH_adm1107
5060,8.0833333,46.75,CH_adm1107
5061,7.3833333,47.1833333,CH_adm1107
5062,6.8833333,47.1333333,CH_adm0207
5063,6.9166667,47.1166667,CH_adm0207
5064,7.0,47.15,CH_adm0207
5065,7.0333333,47.1666667,CH_adm0207
5066,7.0666667,47.1833333,CH_adm0207
5067,7.1333333,47.1833333,CH_adm0207
5068,7.2,47.1666667,CH_adm0207
5069,7.2833333,47.1833333,CH_adm0207
5070,7.34063,47.18865,CH_adm0207
5071,7.25,47.2,CH_adm0207
5072,7.2166667,47.1833333,CH_adm0207
5073,7.1,47.2333333,CH_adm0207
5074,6.8833333,47.1333333,CH_adm0207
5075,7.0833333,47.1166667,CH_adm0215
5076,7.1,47.0666667,CH_adm0215
5077,7.15,47.1166667,CH_adm0215
5078,7.25,47.2,CH_adm0215
5079,7.1166667,47.1166667,CH_adm0215
5080,7.0833333,47.1166667,CH_adm0215
5081,7.249999,46.827470000000005,object_395598
5082,7.249999,46.827470000000005,object_395599
5083,8.49156,47.66388,CH_adm1401
5084,8.5,47.7167,CH_adm1401
5085,8.55,47.7,CH_adm1401
5086,8.5559,47.6849,CH_adm1401
5087,8.49156,47.66388,CH_adm1401
5088,8.65,47.75,CH_adm1402
5089,8.65,47.77,CH_adm1402
5090,8.65,47.78,CH_adm1402
5091,8.72,47.75,CH_adm1402
5092,8.72,47.7,CH_adm1402
5093,8.6579,47.7383,CH_adm1402
5094,8.65,47.75,CH_adm1402
5095,8.5667,47.5833,CH_adm1403
5096,8.57,47.695,CH_adm1403
5097,8.57,47.73,CH_adm1403
5098,8.6,47.78,CH_adm1403
5099,8.65,47.72,CH_adm1403
5100,8.67,47.68,CH_adm1403
5101,8.63,47.68,CH_adm1403
5102,8.6168,47.6833,CH_adm1403
5103,8.567,47.5833,CH_adm1403
5104,8.5667,47.5833,CH_adm1403
5105,8.52,47.7,CH_adm1404
5106,8.47,47.73,CH_adm1404
5107,8.53,47.77,CH_adm1404
5108,8.52,47.7,CH_adm1404
5109,8.78,47.72,CH_adm1405
5110,8.8,47.72,CH_adm1405
5111,8.83,47.71,CH_adm1405
5112,8.85,47.65,CH_adm1405
5113,8.8,47.68,CH_adm1405
5114,8.78,47.72,CH_adm1405
5115,8.43,47.67,CH_adm1406
5116,8.47,47.67,CH_adm1406
5117,8.47,47.7,CH_adm1406
5118,8.43,47.67,CH_adm1406
5119,9.05,47.3166667,CH_adm1710
5120,9.1,47.35,CH_adm1710
5121,9.1166667,47.3333333,CH_adm1710
5122,9.1833333,47.3,CH_adm1710
5123,9.0915,47.2973,CH_adm1710
5124,9.05,47.3166667,CH_adm1710
5125,9.5333333,47.3,CH_adm1704
5126,9.5333333,47.35,CH_adm1704
5127,9.5333333,47.3833333,CH_adm1704
5128,9.5833333,47.4,CH_adm1704
5129,9.5666667,47.3166667,CH_adm1704
5130,9.5333333,47.3,CH_adm1704
5131,9.1166667,47.25,CH_adm1709
5132,9.2,47.2166667,CH_adm1709
5133,9.35,47.2,CH_adm1709
5134,9.1666667,47.2333333,CH_adm1709
5135,9.1166667,47.25,CH_adm1709
5136,9.407476,47.48653,CH_adm1702
5137,9.4166667,47.4666667,CH_adm1702
5138,9.4666667,47.45,CH_adm1702
5139,9.5,47.4666667,CH_adm1702
5140,9.4666667,47.4666667,CH_adm1702
5141,9.407476,47.48653,CH_adm1702
5142,9.233337,47.099997,CH_adm1706
5143,9.35,47.0833333,CH_adm1706
5144,9.4166667,47.05,CH_adm1706
5145,9.499997,46.983392,CH_adm1706
5146,9.5,47.0,CH_adm1706
5147,9.4333333,47.05,CH_adm1706
5148,9.316669,47.116666,CH_adm1706
5149,9.233337,47.099997,CH_adm1706
5150,8.82,47.23,CH_adm1708
5151,8.83,47.23,CH_adm1708
5152,8.9333333,47.2166667,CH_adm1708
5153,8.9833333,47.2166667,CH_adm1708
5154,9.0166667,47.2166667,CH_adm1708
5155,8.9666667,47.2666667,CH_adm1708
5156,8.85,47.25,CH_adm1708
5157,8.82,47.23,CH_adm1708
5158,9.3166667,47.5166667,CH_adm1701
5159,9.37727,47.42329,CH_adm1701
5160,9.42,47.452,CH_adm1701
5161,9.35,47.4833333,CH_adm1701
5162,9.3166667,47.5166667,CH_adm1701
5163,9.566667,47.46665,CH_adm1703
5164,9.5833333,47.4666667,CH_adm1703
5165,9.6333333,47.3833333,CH_adm1703
5166,9.6,47.4166667,CH_adm1703
5167,9.566667,47.46665,CH_adm1703
5168,9.0833333,47.3833333,CH_adm1712
5169,9.0833333,47.4333333,CH_adm1712
5170,9.1166667,47.4333333,CH_adm1712
5171,9.1333333,47.4333333,CH_adm1712
5172,9.1833333,47.4166667,CH_adm1712
5173,9.2,47.3666667,CH_adm1712
5174,9.1166667,47.3666667,CH_adm1712
5175,9.0833333,47.3833333,CH_adm1712
5176,9.4333333,47.2,CH_adm1705
5177,9.4833333,47.0833333,CH_adm1705
5178,9.4833333,47.1166667,CH_adm1705
5179,9.5,47.2666667,CH_adm1705
5180,9.4333333,47.2,CH_adm1705
5181,9.0333333,47.4833333,CH_adm1713
5182,9.1166667,47.4666667,CH_adm1713
5183,9.1833333,47.4666667,CH_adm1713
5184,9.2,47.45,CH_adm1713
5185,9.16,47.45,CH_adm1713
5186,9.0333333,47.4833333,CH_adm1713
5187,9.0833333,47.4,CH_adm1711
5188,9.0666667,47.35,CH_adm1711
5189,9.0333333,47.3666667,CH_adm1711
5190,9.0833333,47.4,CH_adm1711
5191,9.0333333,47.2166667,CH_adm1707
5192,9.05,47.15,CH_adm1707
5193,9.1,47.1333333,CH_adm1707
5194,9.1333333,47.1333333,CH_adm1707
5195,9.0333333,47.2166667,CH_adm1707
5196,9.26,47.42,CH_adm1714
5197,9.2666667,47.4333333,CH_adm1714
5198,9.2833333,47.4666667,CH_adm1714
5199,9.3333333,47.45,CH_adm1714
5200,9.29,47.42,CH_adm1714
5201,9.26,47.42,CH_adm1714
5202,7.15,47.3,CH_adm2601
5203,7.2,47.3333333,CH_adm2601
5204,7.2333333,47.35,CH_adm2601
5205,7.2833333,47.4,CH_adm2601
5206,7.3,47.4166667,CH_adm2601
5207,7.3666667,47.4,CH_adm2601
5208,7.4166667,47.35,CH_adm2601
5209,7.4833333,47.35,CH_adm2601
5210,7.4666667,47.3333333,CH_adm2601
5211,7.3666667,47.3333333,CH_adm2601
5212,7.2833333,47.3333333,CH_adm2601
5213,7.2166667,47.3,CH_adm2601
5214,7.15,47.3,CH_adm2601
5215,6.9,47.1666667,CH_adm2602
5216,6.95,47.2,CH_adm2602
5217,7.0,47.2,CH_adm2602
5218,7.0333333,47.2166667,CH_adm2602
5219,7.0666667,47.2833333,CH_adm2602
5220,7.1333333,47.25,CH_adm2602
5221,7.1333333,47.2833333,CH_adm2602
5222,7.1166667,47.3,CH_adm2602
5223,7.05,47.3,CH_adm2602
5224,6.9833333,47.2666667,CH_adm2602
5225,6.95,47.2166667,CH_adm2602
5226,6.9,47.1666667,CH_adm2602
5227,6.9,47.3666667,CH_adm2603
5228,6.95,47.4166667,CH_adm2603
5229,7.0,47.45,CH_adm2603
5230,7.0166667,47.5,CH_adm2603
5231,7.05,47.4833333,CH_adm2603
5232,7.1,47.4666667,CH_adm2603
5233,7.15,47.4833333,CH_adm2603
5234,7.2166667,47.4333333,CH_adm2603
5235,9.1666667,46.7,CH_adm2603
5236,7.2,47.3833333,CH_adm2603
5237,7.15,47.3666667,CH_adm2603
5238,7.0833333,47.35,CH_adm2603
5239,7.0,47.3833333,CH_adm2603
5240,6.9333333,47.3833333,CH_adm2603
5241,6.9,47.3666667,CH_adm2603
5242,7.8666667,46.3166667,CH_adm2301
5243,7.9333333,46.3166667,CH_adm2301
5244,7.9833333,46.3333333,CH_adm2301
5245,8.0166667,46.3333333,CH_adm2301
5246,8.1166667,46.1666667,CH_adm2301
5247,8.0166667,46.3166667,CH_adm2301
5248,7.96667,46.3,CH_adm2301
5249,7.8666667,46.3166667,CH_adm2301
5250,7.2166667,46.2,CH_adm2302
5251,7.3,46.1833333,CH_adm2302
5252,7.3,46.2333333,CH_adm2302
5253,7.2166667,46.2,CH_adm2302
5254,8.1166667,46.3833333,CH_adm2304
5255,8.1833333,46.3666667,CH_adm2304
5256,8.1833333,46.4333333,CH_adm2304
5257,8.2333333,46.4666667,CH_adm2304
5258,8.2833333,46.4833333,CH_adm2304
5259,8.3,46.5,CH_adm2304
5260,8.3166667,46.5166667,CH_adm2304
5261,8.3333333,46.5333333,CH_adm2304
5262,8.2632,46.4865,CH_adm2304
5263,8.1833333,46.45,CH_adm2304
5264,8.15,46.4333333,CH_adm2304
5265,8.1166667,46.3833333,CH_adm2304
5266,7.4,46.1833333,CH_adm2305
5267,7.4,46.2,CH_adm2305
5268,7.4166667,46.2833333,CH_adm2305
5269,7.4333333,46.2333333,CH_adm2305
5270,7.4333333,46.2166667,CH_adm2305
5271,7.4333333,46.1833333,CH_adm2305
5272,7.5,46.1166667,CH_adm2305
5273,7.4333333,46.1666667,CH_adm2305
5274,7.4,46.1833333,CH_adm2305
5275,7.5833333,46.3166667,CH_adm2306
5276,7.6333333,46.3833333,CH_adm2306
5277,7.6833333,46.3166667,CH_adm2306
5278,7.7,46.3166667,CH_adm2306
5279,7.7333333,46.3166667,CH_adm2306
5280,7.7,46.2833333,CH_adm2306
5281,7.6666667,46.3,CH_adm2306
5282,7.5833333,46.3166667,CH_adm2306
5283,7.0,46.05,CH_adm2307
5284,7.0833333,46.1,CH_adm2307
5285,7.1,46.1333333,CH_adm2307
5286,7.1833333,46.1666667,CH_adm2307
5287,7.2,46.1833333,CH_adm2307
5288,7.2333333,46.1666667,CH_adm2307
5289,7.25,46.15,CH_adm2307
5290,7.1833333,46.15,CH_adm2307
5291,7.1333333,46.1166667,CH_adm2307
5292,7.0833333,46.0833333,CH_adm2307
5293,7.0,46.05,CH_adm2307
5294,7.4166667,46.25,CH_adm2311
5295,7.45,46.2833333,CH_adm2311
5296,7.4666667,46.3,CH_adm2311
5297,7.5,46.3166667,CH_adm2311
5298,7.521377,46.316661,CH_adm2311
5299,7.55,46.3166667,CH_adm2311
5300,7.5833333,46.25,CH_adm2311
5301,7.6,46.2166667,CH_adm2311
5302,7.6,46.1833333,CH_adm2311
5303,7.5833333,46.1833333,CH_adm2311
5304,7.5833333,46.2,CH_adm2311
5305,7.5833333,46.2166667,CH_adm2311
5306,7.5166667,46.2666667,CH_adm2311
5307,7.45,46.25,CH_adm2311
5308,7.4166667,46.25,CH_adm2311
5309,7.3333333,46.2,CH_adm2312
5310,7.3833333,46.25,CH_adm2312
5311,7.3833333,46.2833333,CH_adm2312
5312,7.35,46.25,CH_adm2312
5313,7.3333333,46.2,CH_adm2312
5314,7.75,46.0166667,CH_adm2313
5315,7.8,46.1,CH_adm2313
5316,7.8333333,46.1833333,CH_adm2313
5317,7.9,46.2,CH_adm2313
5318,7.9,46.25,CH_adm2313
5319,7.9,46.3,CH_adm2313
5320,7.8666667,46.3,CH_adm2313
5321,7.85,46.2666667,CH_adm2313
5322,7.8333333,46.2166667,CH_adm2313
5323,7.7666667,46.0666667,CH_adm2313
5324,7.75,46.0166667,CH_adm2313
5325,7.749992,46.316659,object_283624
5326,7.75,46.3833333,object_283624
5327,7.7666667,46.4,object_283624
5328,7.783887,46.404161,object_283624
5329,7.7833333,46.3166667,object_283624
5330,7.8,46.3,object_283624
5331,7.8166667,46.2666667,object_283624
5332,7.783327,46.266664,object_283624
5333,7.749992,46.316659,object_283624
5334,7.9666667,46.35,CH_adm2309
5335,8.05,46.3833333,CH_adm2309
5336,8.0666667,46.3833333,CH_adm2309
5337,8.0833333,46.3666667,CH_adm2309
5338,8.0333333,46.3666667,CH_adm2309
5339,7.9666667,46.35,CH_adm2309
5340,8.91667,46.4667,CH_adm2102
5341,8.95,46.4333,CH_adm2102
5342,8.96667,46.4167,CH_adm2102
5343,8.98333,46.4,CH_adm2102
5344,8.95,46.4833,CH_adm2102
5345,8.95,46.5,CH_adm2102
5346,8.95,46.5333,CH_adm2102
5347,8.91667,46.4667,CH_adm2102
5348,8.6166667,46.2166667,CH_adm2104
5349,8.6833333,46.2,CH_adm2104
5350,8.7333333,46.1833333,CH_adm2104
5351,8.8166667,46.1833333,CH_adm2104
5352,8.8333333,46.2333333,CH_adm2104
5353,8.7833333,46.2833333,CH_adm2104
5354,8.7833333,46.35,CH_adm2104
5355,8.8,46.3333333,CH_adm2104
5356,8.8333333,46.25,CH_adm2104
5357,8.85,46.2166667,CH_adm2104
5358,8.8833333,46.1666667,CH_adm2104
5359,8.9333333,46.15,CH_adm2104
5360,8.8666667,46.15,CH_adm2104
5361,8.8166667,46.1,CH_adm2104
5362,8.7666667,46.1,CH_adm2104
5363,8.7166667,46.1166667,CH_adm2104
5364,8.6333333,46.15,CH_adm2104
5365,8.6166667,46.2166667,CH_adm2104
5366,8.9666667,46.3,CH_adm2107
5367,8.9666667,46.3166667,CH_adm2107
5368,8.9666667,46.35,CH_adm2107
5369,8.9833333,46.3166667,CH_adm2107
5370,9.0333333,46.25,CH_adm2107
5371,9.0,46.2666667,CH_adm2107
5372,8.9666667,46.3,CH_adm2107
5373,8.55,46.3,CH_adm2108
5374,8.6,46.35,CH_adm2108
5375,8.65,46.4,CH_adm2108
5376,8.65,46.4333333,CH_adm2108
5377,8.6666667,46.3833333,CH_adm2108
5378,8.6333333,46.35,CH_adm2108
5379,8.6833333,46.2833333,CH_adm2108
5380,8.7,46.25,CH_adm2108
5381,8.75,46.2166667,CH_adm2108
5382,8.7333333,46.2,CH_adm2108
5383,8.6833333,46.2333333,CH_adm2108
5384,8.6666667,46.2833333,CH_adm2108
5385,8.6,46.3166667,CH_adm2108
5386,8.55,46.3,CH_adm2108
5387,8.5,46.5,CH_adm2103
5388,8.6,46.5333,CH_adm2103
5389,8.7166667,46.5166667,CH_adm2103
5390,8.8,46.4833333,CH_adm2103
5391,8.82,46.48,CH_adm2103
5392,8.8833333,46.4333333,CH_adm2103
5393,8.9166667,46.4,CH_adm2103
5394,8.9,46.3666667,CH_adm2103
5395,8.8333333,46.4166667,CH_adm2103
5396,8.7666667,46.4666667,CH_adm2103
5397,8.75,46.4666667,CH_adm2103
5398,8.5,46.5,CH_adm2103
5399,8.6333333,46.55,CH_adm2106
5400,8.95,45.9,CH_adm2106
5401,8.93333,45.8833,CH_adm2106
5402,8.9333333,45.85,CH_adm2106
5403,8.9666667,45.8333333,CH_adm2106
5404,9.0333333,45.8333333,CH_adm2106
5405,9.05,45.9,CH_adm2106
5406,8.9833333,45.9,CH_adm2106
5407,8.9666667,45.9,CH_adm2106
5408,8.6333333,46.55,CH_adm2106
5409,7.95,47.4,CH_adm1901
5410,8.0,47.4,CH_adm1901
5411,8.05,47.45,CH_adm1901
5412,8.0833,47.3667,CH_adm1901
5413,8.1,47.35,CH_adm1901
5414,8.05,47.333,CH_adm1901
5415,8.033,47.35,CH_adm1901
5416,7.95,47.4,CH_adm1901
5417,7.7167,47.5333,CH_adm1909
5418,7.7833,47.55,CH_adm1909
5419,7.85,47.55,CH_adm1909
5420,7.9167,47.55,CH_adm1909
5421,7.9333,47.5,CH_adm1909
5422,7.9,47.5333,CH_adm1909
5423,7.8,47.5333,CH_adm1909
5424,7.7167,47.5333,CH_adm1909
5425,8.2333,47.4667,CH_adm1902
5426,8.25,47.5,CH_adm1902
5427,8.2667,47.5333,CH_adm1902
5428,8.3333,47.5,CH_adm1902
5429,8.3767,47.4487,CH_adm1902
5430,8.3667,47.4167,CH_adm1902
5431,8.3167,47.3833,CH_adm1902
5432,8.2593,47.4115,CH_adm1902
5433,8.2333,47.4667,CH_adm1902
5434,8.3032,47.3355,CH_adm1908
5435,8.3109,47.2684,CH_adm1908
5436,8.3644,47.2116,CH_adm1908
5437,8.3548,47.1745,CH_adm1908
5438,8.392,47.1488,CH_adm1908
5439,8.3945,47.16603,CH_adm1908
5440,8.4033,47.25085,CH_adm1908
5441,8.3966,47.2639,CH_adm1908
5442,8.3701,47.3059,CH_adm1908
5443,8.3621,47.3137,CH_adm1908
5444,8.3032,47.3355,CH_adm1908
5445,7.96,47.54,CH_adm1906
5446,7.9833,47.4833,CH_adm1906
5447,7.9833,47.45,CH_adm1906
5448,8.0167,47.5,CH_adm1906
5449,8.0854,47.4662,CH_adm1906
5450,8.1,47.5333,CH_adm1906
5451,8.15,47.5667,CH_adm1906
5452,8.1333,47.5833,CH_adm1906
5453,8.06,47.56,CH_adm1906
5454,7.9833,47.5333,CH_adm1906
5455,7.96,47.54,CH_adm1906
5456,8.2333,47.3833,CH_adm1903
5457,8.25,47.31667,CH_adm1903
5458,8.2738,47.3398,CH_adm1903
5459,8.35,47.35,CH_adm1903
5460,8.383,47.3,CH_adm1903
5461,8.4,47.3,CH_adm1903
5462,8.42,47.32,CH_adm1903
5463,8.3885,47.3633,CH_adm1903
5464,8.3808,47.369,CH_adm1903
5465,8.3333,47.3667,CH_adm1903
5466,8.2904,47.3887,CH_adm1903
5467,8.2333,47.3833,CH_adm1903
5468,8.05,47.3,CH_adm1905
5469,8.0833,47.2833,CH_adm1905
5470,8.15,47.28,CH_adm1905
5471,8.18,47.24,CH_adm1905
5472,8.2,47.27,CH_adm1905
5473,8.2,47.2833,CH_adm1905
5474,8.1677,47.3167,CH_adm1905
5475,8.15,47.333,CH_adm1905
5476,8.1167,47.3333,CH_adm1905
5477,8.05,47.3,CH_adm1905
5478,8.1292,47.39945,CH_adm1907
5479,8.1607,47.3353,CH_adm1907
5480,8.1853,47.3162,CH_adm1907
5481,8.2292,47.295,CH_adm1907
5482,8.2423,47.2947,CH_adm1907
5483,8.20535,47.3268,CH_adm1907
5484,8.2187,47.3859,CH_adm1907
5485,8.2167,47.4,CH_adm1907
5486,8.16698,47.4314,CH_adm1907
5487,8.1292,47.39945,CH_adm1907
5488,7.8311,47.2653,CH_adm1910
5489,7.9,47.3167,CH_adm1910
5490,7.9167,47.3167,CH_adm1910
5491,7.9833,47.3167,CH_adm1910
5492,8.0167,47.3333,CH_adm1910
5493,8.0397,47.2904,CH_adm1910
5494,8.05,47.2667,CH_adm1910
5495,8.0,47.28333,CH_adm1910
5496,7.95,47.25,CH_adm1910
5497,7.87721,47.24332,CH_adm1910
5498,7.8311,47.2653,CH_adm1910
5499,8.0833,47.4833,CH_adm1904
5500,8.1167,47.4833,CH_adm1904
5501,8.1906,47.48296,CH_adm1904
5502,8.21,47.53,CH_adm1904
5503,8.23,47.52,CH_adm1904
5504,8.2319,47.5023,CH_adm1904
5505,8.2333,47.46667,CH_adm1904
5506,8.2333,47.4333,CH_adm1904
5507,8.2,47.4333,CH_adm1904
5508,8.1333,47.41667,CH_adm1904
5509,8.0833,47.4833,CH_adm1904
5510,8.1833,47.5833,CH_adm1911
5511,8.2,47.6,CH_adm1911
5512,8.23,47.6,CH_adm1911
5513,8.27,47.6,CH_adm1911
5514,8.294,47.588,CH_adm1911
5515,8.3667,47.5667,CH_adm1911
5516,8.3667,47.55,CH_adm1911
5517,8.3,47.53,CH_adm1911
5518,8.2833,47.5333,CH_adm1911
5519,8.22,47.55,CH_adm1911
5520,8.1833,47.5833,CH_adm1911
5521,6.9166667,46.3666667,CH_adm2201
5522,6.9333333,46.4,CH_adm2201
5523,6.9666667,46.35,CH_adm2201
5524,7.0166667,46.35,CH_adm2201
5525,7.05,46.3666667,CH_adm2201
5526,7.1333333,46.3666667,CH_adm2201
5527,7.06096,46.27316,CH_adm2201
5528,7.03333,46.2167,CH_adm2201
5529,7.0166667,46.25,CH_adm2201
5530,6.9666667,46.3166667,CH_adm2201
