,x,y,id
709,7.5833333,46.2166667,object_191057
710,7.5166667,46.2666667,object_191057
711,7.45,46.25,object_191057
712,7.4333333,46.2166667,object_191057
713,7.4333333,46.1833333,object_191057
714,7.5,46.1166667,object_191057
715,7.4333333,46.1666667,object_191057
716,7.4,46.1833333,object_191057
717,7.3333333,46.2,object_191057
718,7.3,46.1833333,object_191057
719,7.25,46.15,object_191057
720,7.2166667,46.0833333,object_191057
721,7.207778,45.95,object_191057
722,7.1833333,46.0,object_191057
723,7.15,46.0333333,object_191057
724,7.0833333,46.0833333,object_191057
725,7.0,46.05,object_191057
726,7.0166667,46.0166667,object_191057
727,6.9666667,46.0833333,object_191057
728,6.9833333,46.1666667,object_191057
729,6.8666667,46.1833333,object_191057
730,6.9166667,46.2166667,object_191057
731,6.9,46.3,object_191057
732,6.8833333,46.3333333,object_191057
733,6.8,46.3833333,object_191057
734,7.8833333,46.85,object_191063
735,8.0166667,46.95,object_191063
736,8.0666667,46.9833333,object_191063
737,8.1,47.05,object_191063
738,8.1666667,47.0166667,object_191063
739,8.1833333,47.0333333,object_191063
740,8.25,47.05,object_191063
741,8.2833333,47.0333333,object_191063
742,8.3,47.0166667,object_191063
743,8.3833333,47.05,object_191063
744,8.4333333,47.0333333,object_191063
745,8.4833333,47.0166667,object_191063
746,8.4333333,47.05,object_191063
747,8.4333333,47.1166667,object_191063
748,8.4,47.1,object_191063
749,8.3333333,47.1166667,object_191063
750,8.3166667,47.15,object_191063
751,8.3166667,47.1833333,object_191063
752,8.2833333,47.2333333,object_191063
753,8.25,47.2666667,object_191063
754,8.1833333,47.25,object_191063
755,8.1,47.2166667,object_191063
756,8.0833333,47.2333333,object_191063
757,8.05,47.2333333,object_191063
758,7.9666667,47.2666667,object_191063
759,7.9,47.2333333,object_191063
760,7.95,47.1666667,object_191063
761,7.9,47.1166667,object_191063
762,7.9166667,47.0666667,object_191063
763,7.9333333,46.9166667,object_191063
764,7.8833333,46.85,object_191063
765,8.5,46.5,object_191067
766,8.6,46.5333,object_191067
767,8.65,46.4333333,object_191067
768,8.65,46.4,object_191067
769,8.6,46.35,object_191067
770,8.55,46.3,object_191067
771,8.6,46.3166667,object_191067
772,8.6666667,46.2833333,object_191067
773,8.6166667,46.2166667,object_191067
774,8.6333333,46.15,object_191067
775,8.7166667,46.1166667,object_191067
776,8.7666667,46.1,object_191067
777,8.8166667,46.1,object_191067
778,8.8166667,46.0166667,object_191067
779,8.8166667,46.0,object_191067
780,8.8666667,45.9666667,object_191067
781,8.9166667,45.9166667,object_191067
782,8.9333333,45.85,object_191067
783,8.9666667,45.8333333,object_191067
784,9.0333333,45.8333333,object_191067
785,9.05,45.9,object_191067
786,9.0,45.9333333,object_191067
787,9.0,46.0,object_191067
788,8.9833333,46.05,object_191067
789,9.05,46.0833333,object_191067
790,9.0666667,46.0833333,object_191067
791,9.0666667,46.1,object_191067
792,9.03333,46.1667,object_191067
793,9.05,46.2,object_191067
794,9.06667,46.2167,object_191067
795,9.1333333,46.2333333,object_191067
796,9.0333333,46.25,object_191067
797,8.9833333,46.3166667,object_191067
798,8.98333,46.4,object_191067
799,8.95,46.4833,object_191067
800,8.95,46.5,object_191067
801,8.95,46.5333,object_191067
802,8.93333,46.4833,object_191067
803,8.91667,46.4667,object_191067
804,8.84,46.45,object_191067
805,8.82,46.48,object_191067
806,8.8,46.4833333,object_191067
807,8.7166667,46.5166667,object_191067
808,8.6333333,46.55,object_191067
809,8.5,46.5,object_191067
810,7.7167,47.5333,object_191068
811,7.8,47.5333,object_191068
812,7.9,47.5333,object_191068
813,7.9333,47.5,object_191068
814,7.9833,47.45,object_191068
815,7.95,47.4,object_191068
816,7.9167,47.3167,object_191068
817,7.9,47.3167,object_191068
